Symbol,Month,Year
MMM,1,1990
AOS,1,1990
ABT,1,1990
ABBV,1,1990
ACN,1,1990
ADBE,1,1990
AMD,1,1990
AES,1,1990
AFL,1,1990
A,1,1990
APD,1,1990
ABNB,1,1990
AKAM,1,1990
ALB,1,1990
ARE,1,1990
ALGN,1,1990
ALLE,1,1990
LNT,1,1990
ALL,1,1990
GOOGL,1,1990
GOOG,1,1990
MO,1,1990
AMZN,1,1990
AMCR,1,1990
AMTM,1,1990
AEE,1,1990
AEP,1,1990
AXP,1,1990
AIG,1,1990
AMT,1,1990
AWK,1,1990
AMP,1,1990
AME,1,1990
AMGN,1,1990
APH,1,1990
ADI,1,1990
ANSS,1,1990
AON,1,1990
APA,1,1990
AAPL,1,1990
AMAT,1,1990
APTV,1,1990
ACGL,1,1990
ADM,1,1990
ANET,1,1990
AJG,1,1990
AIZ,1,1990
T,1,1990
ATO,1,1990
ADSK,1,1990
ADP,1,1990
AZO,1,1990
AVB,1,1990
AVY,1,1990
AXON,1,1990
BKR,1,1990
BALL,1,1990
BAC,1,1990
BAX,1,1990
BDX,1,1990
BRK.B,1,1990
BBY,1,1990
TECH,1,1990
BIIB,1,1990
BLK,1,1990
BX,1,1990
BK,1,1990
BA,1,1990
BKNG,1,1990
BWA,1,1990
BSX,1,1990
BMY,1,1990
AVGO,1,1990
BR,1,1990
BRO,1,1990
BF.B,1,1990
BLDR,1,1990
BG,1,1990
BXP,1,1990
CHRW,1,1990
CDNS,1,1990
CZR,1,1990
CPT,1,1990
CPB,1,1990
COF,1,1990
CAH,1,1990
KMX,1,1990
CCL,1,1990
CARR,1,1990
CTLT,1,1990
CAT,1,1990
CBOE,1,1990
CBRE,1,1990
CDW,1,1990
CE,1,1990
COR,1,1990
CNC,1,1990
CNP,1,1990
CF,1,1990
CRL,1,1990
SCHW,1,1990
CHTR,1,1990
CVX,1,1990
CMG,1,1990
CB,1,1990
CHD,1,1990
CI,1,1990
CINF,1,1990
CTAS,1,1990
CSCO,1,1990
C,1,1990
CFG,1,1990
CLX,1,1990
CME,1,1990
CMS,1,1990
KO,1,1990
CTSH,1,1990
CL,1,1990
CMCSA,1,1990
CAG,1,1990
COP,1,1990
ED,1,1990
STZ,1,1990
CEG,1,1990
COO,1,1990
CPRT,1,1990
GLW,1,1990
CPAY,1,1990
CTVA,1,1990
CSGP,1,1990
COST,1,1990
CTRA,1,1990
CRWD,1,1990
CCI,1,1990
CSX,1,1990
CMI,1,1990
CVS,1,1990
DHR,1,1990
DRI,1,1990
DVA,1,1990
DAY,1,1990
DECK,1,1990
DE,1,1990
DELL,1,1990
DAL,1,1990
DVN,1,1990
DXCM,1,1990
FANG,1,1990
DLR,1,1990
DFS,1,1990
DG,1,1990
DLTR,1,1990
D,1,1990
DPZ,1,1990
DOV,1,1990
DOW,1,1990
DHI,1,1990
DTE,1,1990
DUK,1,1990
DD,1,1990
EMN,1,1990
ETN,1,1990
EBAY,1,1990
ECL,1,1990
EIX,1,1990
EW,1,1990
EA,1,1990
ELV,1,1990
EMR,1,1990
ENPH,1,1990
ETR,1,1990
EOG,1,1990
EPAM,1,1990
EQT,1,1990
EFX,1,1990
EQIX,1,1990
EQR,1,1990
ERIE,1,1990
ESS,1,1990
EL,1,1990
EG,1,1990
EVRG,1,1990
ES,1,1990
EXC,1,1990
EXPE,1,1990
EXPD,1,1990
EXR,1,1990
XOM,1,1990
FFIV,1,1990
FDS,1,1990
FICO,1,1990
FAST,1,1990
FRT,1,1990
FDX,1,1990
FIS,1,1990
FITB,1,1990
FSLR,1,1990
FE,1,1990
FI,1,1990
FMC,1,1990
F,1,1990
FTNT,1,1990
FTV,1,1990
FOXA,1,1990
FOX,1,1990
BEN,1,1990
FCX,1,1990
GRMN,1,1990
IT,1,1990
GE,1,1990
GEHC,1,1990
GEV,1,1990
GEN,1,1990
GNRC,1,1990
GD,1,1990
GIS,1,1990
GM,1,1990
GPC,1,1990
GILD,1,1990
GPN,1,1990
GL,1,1990
GDDY,1,1990
GS,1,1990
HAL,1,1990
HIG,1,1990
HAS,1,1990
HCA,1,1990
DOC,1,1990
HSIC,1,1990
HSY,1,1990
HES,1,1990
HPE,1,1990
HLT,1,1990
HOLX,1,1990
HD,1,1990
HON,1,1990
HRL,1,1990
HST,1,1990
HWM,1,1990
HPQ,1,1990
HUBB,1,1990
HUM,1,1990
HBAN,1,1990
HII,1,1990
IBM,1,1990
IEX,1,1990
IDXX,1,1990
ITW,1,1990
INCY,1,1990
IR,1,1990
PODD,1,1990
INTC,1,1990
ICE,1,1990
IFF,1,1990
IP,1,1990
IPG,1,1990
INTU,1,1990
ISRG,1,1990
IVZ,1,1990
INVH,1,1990
IQV,1,1990
IRM,1,1990
JBHT,1,1990
JBL,1,1990
JKHY,1,1990
J,1,1990
JNJ,1,1990
JCI,1,1990
JPM,1,1990
JNPR,1,1990
K,1,1990
KVUE,1,1990
KDP,1,1990
KEY,1,1990
KEYS,1,1990
KMB,1,1990
KIM,1,1990
KMI,1,1990
KKR,1,1990
KLAC,1,1990
KHC,1,1990
KR,1,1990
LHX,1,1990
LH,1,1990
LRCX,1,1990
LW,1,1990
LVS,1,1990
LDOS,1,1990
LEN,1,1990
LLY,1,1990
LIN,1,1990
LYV,1,1990
LKQ,1,1990
LMT,1,1990
L,1,1990
LOW,1,1990
LULU,1,1990
LYB,1,1990
MTB,1,1990
MRO,1,1990
MPC,1,1990
MKTX,1,1990
MAR,1,1990
MMC,1,1990
MLM,1,1990
MAS,1,1990
MA,1,1990
MTCH,1,1990
MKC,1,1990
MCD,1,1990
MCK,1,1990
MDT,1,1990
MRK,1,1990
META,1,1990
MET,1,1990
MTD,1,1990
MGM,1,1990
MCHP,1,1990
MU,1,1990
MSFT,1,1990
MAA,1,1990
MRNA,1,1990
MHK,1,1990
MOH,1,1990
TAP,1,1990
MDLZ,1,1990
MPWR,1,1990
MNST,1,1990
MCO,1,1990
MS,1,1990
MOS,1,1990
MSI,1,1990
MSCI,1,1990
NDAQ,1,1990
NTAP,1,1990
NFLX,1,1990
NEM,1,1990
NWSA,1,1990
NWS,1,1990
NEE,1,1990
NKE,1,1990
NI,1,1990
NDSN,1,1990
NSC,1,1990
NTRS,1,1990
NOC,1,1990
NCLH,1,1990
NRG,1,1990
NUE,1,1990
NVDA,1,1990
NVR,1,1990
NXPI,1,1990
ORLY,1,1990
OXY,1,1990
ODFL,1,1990
OMC,1,1990
ON,1,1990
OKE,1,1990
ORCL,1,1990
OTIS,1,1990
PCAR,1,1990
PKG,1,1990
PLTR,1,1990
PANW,1,1990
PARA,1,1990
PH,1,1990
PAYX,1,1990
PAYC,1,1990
PYPL,1,1990
PNR,1,1990
PEP,1,1990
PFE,1,1990
PCG,1,1990
PM,1,1990
PSX,1,1990
PNW,1,1990
PNC,1,1990
POOL,1,1990
PPG,1,1990
PPL,1,1990
PFG,1,1990
PG,1,1990
PGR,1,1990
PLD,1,1990
PRU,1,1990
PEG,1,1990
PTC,1,1990
PSA,1,1990
PHM,1,1990
QRVO,1,1990
PWR,1,1990
QCOM,1,1990
DGX,1,1990
RL,1,1990
RJF,1,1990
RTX,1,1990
O,1,1990
REG,1,1990
REGN,1,1990
RF,1,1990
RSG,1,1990
RMD,1,1990
RVTY,1,1990
ROK,1,1990
ROL,1,1990
ROP,1,1990
ROST,1,1990
RCL,1,1990
SPGI,1,1990
CRM,1,1990
SBAC,1,1990
SLB,1,1990
STX,1,1990
SRE,1,1990
NOW,1,1990
SHW,1,1990
SPG,1,1990
SWKS,1,1990
SJM,1,1990
SW,1,1990
SNA,1,1990
SOLV,1,1990
SO,1,1990
LUV,1,1990
SWK,1,1990
SBUX,1,1990
STT,1,1990
STLD,1,1990
STE,1,1990
SYK,1,1990
SMCI,1,1990
SYF,1,1990
SNPS,1,1990
SYY,1,1990
TMUS,1,1990
TROW,1,1990
TTWO,1,1990
TPR,1,1990
TRGP,1,1990
TGT,1,1990
TEL,1,1990
TDY,1,1990
TFX,1,1990
TER,1,1990
TSLA,1,1990
TXN,1,1990
TXT,1,1990
TMO,1,1990
TJX,1,1990
TSCO,1,1990
TT,1,1990
TDG,1,1990
TRV,1,1990
TRMB,1,1990
TFC,1,1990
TYL,1,1990
TSN,1,1990
USB,1,1990
UBER,1,1990
UDR,1,1990
ULTA,1,1990
UNP,1,1990
UAL,1,1990
UPS,1,1990
URI,1,1990
UNH,1,1990
UHS,1,1990
VLO,1,1990
VTR,1,1990
VLTO,1,1990
VRSN,1,1990
VRSK,1,1990
VZ,1,1990
VRTX,1,1990
VTRS,1,1990
VICI,1,1990
V,1,1990
VST,1,1990
VMC,1,1990
WRB,1,1990
GWW,1,1990
WAB,1,1990
WBA,1,1990
WMT,1,1990
DIS,1,1990
WBD,1,1990
WM,1,1990
WAT,1,1990
WEC,1,1990
WFC,1,1990
WELL,1,1990
WST,1,1990
WDC,1,1990
WY,1,1990
WMB,1,1990
WTW,1,1990
WYNN,1,1990
XEL,1,1990
XYL,1,1990
YUM,1,1990
ZBRA,1,1990
ZBH,1,1990
ZTS,1,1990
MMM,2,1990
AOS,2,1990
ABT,2,1990
ABBV,2,1990
ACN,2,1990
ADBE,2,1990
AMD,2,1990
AES,2,1990
AFL,2,1990
A,2,1990
APD,2,1990
ABNB,2,1990
AKAM,2,1990
ALB,2,1990
ARE,2,1990
ALGN,2,1990
ALLE,2,1990
LNT,2,1990
ALL,2,1990
GOOGL,2,1990
GOOG,2,1990
MO,2,1990
AMZN,2,1990
AMCR,2,1990
AMTM,2,1990
AEE,2,1990
AEP,2,1990
AXP,2,1990
AIG,2,1990
AMT,2,1990
AWK,2,1990
AMP,2,1990
AME,2,1990
AMGN,2,1990
APH,2,1990
ADI,2,1990
ANSS,2,1990
AON,2,1990
APA,2,1990
AAPL,2,1990
AMAT,2,1990
APTV,2,1990
ACGL,2,1990
ADM,2,1990
ANET,2,1990
AJG,2,1990
AIZ,2,1990
T,2,1990
ATO,2,1990
ADSK,2,1990
ADP,2,1990
AZO,2,1990
AVB,2,1990
AVY,2,1990
AXON,2,1990
BKR,2,1990
BALL,2,1990
BAC,2,1990
BAX,2,1990
BDX,2,1990
BRK.B,2,1990
BBY,2,1990
TECH,2,1990
BIIB,2,1990
BLK,2,1990
BX,2,1990
BK,2,1990
BA,2,1990
BKNG,2,1990
BWA,2,1990
BSX,2,1990
BMY,2,1990
AVGO,2,1990
BR,2,1990
BRO,2,1990
BF.B,2,1990
BLDR,2,1990
BG,2,1990
BXP,2,1990
CHRW,2,1990
CDNS,2,1990
CZR,2,1990
CPT,2,1990
CPB,2,1990
COF,2,1990
CAH,2,1990
KMX,2,1990
CCL,2,1990
CARR,2,1990
CTLT,2,1990
CAT,2,1990
CBOE,2,1990
CBRE,2,1990
CDW,2,1990
CE,2,1990
COR,2,1990
CNC,2,1990
CNP,2,1990
CF,2,1990
CRL,2,1990
SCHW,2,1990
CHTR,2,1990
CVX,2,1990
CMG,2,1990
CB,2,1990
CHD,2,1990
CI,2,1990
CINF,2,1990
CTAS,2,1990
CSCO,2,1990
C,2,1990
CFG,2,1990
CLX,2,1990
CME,2,1990
CMS,2,1990
KO,2,1990
CTSH,2,1990
CL,2,1990
CMCSA,2,1990
CAG,2,1990
COP,2,1990
ED,2,1990
STZ,2,1990
CEG,2,1990
COO,2,1990
CPRT,2,1990
GLW,2,1990
CPAY,2,1990
CTVA,2,1990
CSGP,2,1990
COST,2,1990
CTRA,2,1990
CRWD,2,1990
CCI,2,1990
CSX,2,1990
CMI,2,1990
CVS,2,1990
DHR,2,1990
DRI,2,1990
DVA,2,1990
DAY,2,1990
DECK,2,1990
DE,2,1990
DELL,2,1990
DAL,2,1990
DVN,2,1990
DXCM,2,1990
FANG,2,1990
DLR,2,1990
DFS,2,1990
DG,2,1990
DLTR,2,1990
D,2,1990
DPZ,2,1990
DOV,2,1990
DOW,2,1990
DHI,2,1990
DTE,2,1990
DUK,2,1990
DD,2,1990
EMN,2,1990
ETN,2,1990
EBAY,2,1990
ECL,2,1990
EIX,2,1990
EW,2,1990
EA,2,1990
ELV,2,1990
EMR,2,1990
ENPH,2,1990
ETR,2,1990
EOG,2,1990
EPAM,2,1990
EQT,2,1990
EFX,2,1990
EQIX,2,1990
EQR,2,1990
ERIE,2,1990
ESS,2,1990
EL,2,1990
EG,2,1990
EVRG,2,1990
ES,2,1990
EXC,2,1990
EXPE,2,1990
EXPD,2,1990
EXR,2,1990
XOM,2,1990
FFIV,2,1990
FDS,2,1990
FICO,2,1990
FAST,2,1990
FRT,2,1990
FDX,2,1990
FIS,2,1990
FITB,2,1990
FSLR,2,1990
FE,2,1990
FI,2,1990
FMC,2,1990
F,2,1990
FTNT,2,1990
FTV,2,1990
FOXA,2,1990
FOX,2,1990
BEN,2,1990
FCX,2,1990
GRMN,2,1990
IT,2,1990
GE,2,1990
GEHC,2,1990
GEV,2,1990
GEN,2,1990
GNRC,2,1990
GD,2,1990
GIS,2,1990
GM,2,1990
GPC,2,1990
GILD,2,1990
GPN,2,1990
GL,2,1990
GDDY,2,1990
GS,2,1990
HAL,2,1990
HIG,2,1990
HAS,2,1990
HCA,2,1990
DOC,2,1990
HSIC,2,1990
HSY,2,1990
HES,2,1990
HPE,2,1990
HLT,2,1990
HOLX,2,1990
HD,2,1990
HON,2,1990
HRL,2,1990
HST,2,1990
HWM,2,1990
HPQ,2,1990
HUBB,2,1990
HUM,2,1990
HBAN,2,1990
HII,2,1990
IBM,2,1990
IEX,2,1990
IDXX,2,1990
ITW,2,1990
INCY,2,1990
IR,2,1990
PODD,2,1990
INTC,2,1990
ICE,2,1990
IFF,2,1990
IP,2,1990
IPG,2,1990
INTU,2,1990
ISRG,2,1990
IVZ,2,1990
INVH,2,1990
IQV,2,1990
IRM,2,1990
JBHT,2,1990
JBL,2,1990
JKHY,2,1990
J,2,1990
JNJ,2,1990
JCI,2,1990
JPM,2,1990
JNPR,2,1990
K,2,1990
KVUE,2,1990
KDP,2,1990
KEY,2,1990
KEYS,2,1990
KMB,2,1990
KIM,2,1990
KMI,2,1990
KKR,2,1990
KLAC,2,1990
KHC,2,1990
KR,2,1990
LHX,2,1990
LH,2,1990
LRCX,2,1990
LW,2,1990
LVS,2,1990
LDOS,2,1990
LEN,2,1990
LLY,2,1990
LIN,2,1990
LYV,2,1990
LKQ,2,1990
LMT,2,1990
L,2,1990
LOW,2,1990
LULU,2,1990
LYB,2,1990
MTB,2,1990
MRO,2,1990
MPC,2,1990
MKTX,2,1990
MAR,2,1990
MMC,2,1990
MLM,2,1990
MAS,2,1990
MA,2,1990
MTCH,2,1990
MKC,2,1990
MCD,2,1990
MCK,2,1990
MDT,2,1990
MRK,2,1990
META,2,1990
MET,2,1990
MTD,2,1990
MGM,2,1990
MCHP,2,1990
MU,2,1990
MSFT,2,1990
MAA,2,1990
MRNA,2,1990
MHK,2,1990
MOH,2,1990
TAP,2,1990
MDLZ,2,1990
MPWR,2,1990
MNST,2,1990
MCO,2,1990
MS,2,1990
MOS,2,1990
MSI,2,1990
MSCI,2,1990
NDAQ,2,1990
NTAP,2,1990
NFLX,2,1990
NEM,2,1990
NWSA,2,1990
NWS,2,1990
NEE,2,1990
NKE,2,1990
NI,2,1990
NDSN,2,1990
NSC,2,1990
NTRS,2,1990
NOC,2,1990
NCLH,2,1990
NRG,2,1990
NUE,2,1990
NVDA,2,1990
NVR,2,1990
NXPI,2,1990
ORLY,2,1990
OXY,2,1990
ODFL,2,1990
OMC,2,1990
ON,2,1990
OKE,2,1990
ORCL,2,1990
OTIS,2,1990
PCAR,2,1990
PKG,2,1990
PLTR,2,1990
PANW,2,1990
PARA,2,1990
PH,2,1990
PAYX,2,1990
PAYC,2,1990
PYPL,2,1990
PNR,2,1990
PEP,2,1990
PFE,2,1990
PCG,2,1990
PM,2,1990
PSX,2,1990
PNW,2,1990
PNC,2,1990
POOL,2,1990
PPG,2,1990
PPL,2,1990
PFG,2,1990
PG,2,1990
PGR,2,1990
PLD,2,1990
PRU,2,1990
PEG,2,1990
PTC,2,1990
PSA,2,1990
PHM,2,1990
QRVO,2,1990
PWR,2,1990
QCOM,2,1990
DGX,2,1990
RL,2,1990
RJF,2,1990
RTX,2,1990
O,2,1990
REG,2,1990
REGN,2,1990
RF,2,1990
RSG,2,1990
RMD,2,1990
RVTY,2,1990
ROK,2,1990
ROL,2,1990
ROP,2,1990
ROST,2,1990
RCL,2,1990
SPGI,2,1990
CRM,2,1990
SBAC,2,1990
SLB,2,1990
STX,2,1990
SRE,2,1990
NOW,2,1990
SHW,2,1990
SPG,2,1990
SWKS,2,1990
SJM,2,1990
SW,2,1990
SNA,2,1990
SOLV,2,1990
SO,2,1990
LUV,2,1990
SWK,2,1990
SBUX,2,1990
STT,2,1990
STLD,2,1990
STE,2,1990
SYK,2,1990
SMCI,2,1990
SYF,2,1990
SNPS,2,1990
SYY,2,1990
TMUS,2,1990
TROW,2,1990
TTWO,2,1990
TPR,2,1990
TRGP,2,1990
TGT,2,1990
TEL,2,1990
TDY,2,1990
TFX,2,1990
TER,2,1990
TSLA,2,1990
TXN,2,1990
TXT,2,1990
TMO,2,1990
TJX,2,1990
TSCO,2,1990
TT,2,1990
TDG,2,1990
TRV,2,1990
TRMB,2,1990
TFC,2,1990
TYL,2,1990
TSN,2,1990
USB,2,1990
UBER,2,1990
UDR,2,1990
ULTA,2,1990
UNP,2,1990
UAL,2,1990
UPS,2,1990
URI,2,1990
UNH,2,1990
UHS,2,1990
VLO,2,1990
VTR,2,1990
VLTO,2,1990
VRSN,2,1990
VRSK,2,1990
VZ,2,1990
VRTX,2,1990
VTRS,2,1990
VICI,2,1990
V,2,1990
VST,2,1990
VMC,2,1990
WRB,2,1990
GWW,2,1990
WAB,2,1990
WBA,2,1990
WMT,2,1990
DIS,2,1990
WBD,2,1990
WM,2,1990
WAT,2,1990
WEC,2,1990
WFC,2,1990
WELL,2,1990
WST,2,1990
WDC,2,1990
WY,2,1990
WMB,2,1990
WTW,2,1990
WYNN,2,1990
XEL,2,1990
XYL,2,1990
YUM,2,1990
ZBRA,2,1990
ZBH,2,1990
ZTS,2,1990
MMM,3,1990
AOS,3,1990
ABT,3,1990
ABBV,3,1990
ACN,3,1990
ADBE,3,1990
AMD,3,1990
AES,3,1990
AFL,3,1990
A,3,1990
APD,3,1990
ABNB,3,1990
AKAM,3,1990
ALB,3,1990
ARE,3,1990
ALGN,3,1990
ALLE,3,1990
LNT,3,1990
ALL,3,1990
GOOGL,3,1990
GOOG,3,1990
MO,3,1990
AMZN,3,1990
AMCR,3,1990
AMTM,3,1990
AEE,3,1990
AEP,3,1990
AXP,3,1990
AIG,3,1990
AMT,3,1990
AWK,3,1990
AMP,3,1990
AME,3,1990
AMGN,3,1990
APH,3,1990
ADI,3,1990
ANSS,3,1990
AON,3,1990
APA,3,1990
AAPL,3,1990
AMAT,3,1990
APTV,3,1990
ACGL,3,1990
ADM,3,1990
ANET,3,1990
AJG,3,1990
AIZ,3,1990
T,3,1990
ATO,3,1990
ADSK,3,1990
ADP,3,1990
AZO,3,1990
AVB,3,1990
AVY,3,1990
AXON,3,1990
BKR,3,1990
BALL,3,1990
BAC,3,1990
BAX,3,1990
BDX,3,1990
BRK.B,3,1990
BBY,3,1990
TECH,3,1990
BIIB,3,1990
BLK,3,1990
BX,3,1990
BK,3,1990
BA,3,1990
BKNG,3,1990
BWA,3,1990
BSX,3,1990
BMY,3,1990
AVGO,3,1990
BR,3,1990
BRO,3,1990
BF.B,3,1990
BLDR,3,1990
BG,3,1990
BXP,3,1990
CHRW,3,1990
CDNS,3,1990
CZR,3,1990
CPT,3,1990
CPB,3,1990
COF,3,1990
CAH,3,1990
KMX,3,1990
CCL,3,1990
CARR,3,1990
CTLT,3,1990
CAT,3,1990
CBOE,3,1990
CBRE,3,1990
CDW,3,1990
CE,3,1990
COR,3,1990
CNC,3,1990
CNP,3,1990
CF,3,1990
CRL,3,1990
SCHW,3,1990
CHTR,3,1990
CVX,3,1990
CMG,3,1990
CB,3,1990
CHD,3,1990
CI,3,1990
CINF,3,1990
CTAS,3,1990
CSCO,3,1990
C,3,1990
CFG,3,1990
CLX,3,1990
CME,3,1990
CMS,3,1990
KO,3,1990
CTSH,3,1990
CL,3,1990
CMCSA,3,1990
CAG,3,1990
COP,3,1990
ED,3,1990
STZ,3,1990
CEG,3,1990
COO,3,1990
CPRT,3,1990
GLW,3,1990
CPAY,3,1990
CTVA,3,1990
CSGP,3,1990
COST,3,1990
CTRA,3,1990
CRWD,3,1990
CCI,3,1990
CSX,3,1990
CMI,3,1990
CVS,3,1990
DHR,3,1990
DRI,3,1990
DVA,3,1990
DAY,3,1990
DECK,3,1990
DE,3,1990
DELL,3,1990
DAL,3,1990
DVN,3,1990
DXCM,3,1990
FANG,3,1990
DLR,3,1990
DFS,3,1990
DG,3,1990
DLTR,3,1990
D,3,1990
DPZ,3,1990
DOV,3,1990
DOW,3,1990
DHI,3,1990
DTE,3,1990
DUK,3,1990
DD,3,1990
EMN,3,1990
ETN,3,1990
EBAY,3,1990
ECL,3,1990
EIX,3,1990
EW,3,1990
EA,3,1990
ELV,3,1990
EMR,3,1990
ENPH,3,1990
ETR,3,1990
EOG,3,1990
EPAM,3,1990
EQT,3,1990
EFX,3,1990
EQIX,3,1990
EQR,3,1990
ERIE,3,1990
ESS,3,1990
EL,3,1990
EG,3,1990
EVRG,3,1990
ES,3,1990
EXC,3,1990
EXPE,3,1990
EXPD,3,1990
EXR,3,1990
XOM,3,1990
FFIV,3,1990
FDS,3,1990
FICO,3,1990
FAST,3,1990
FRT,3,1990
FDX,3,1990
FIS,3,1990
FITB,3,1990
FSLR,3,1990
FE,3,1990
FI,3,1990
FMC,3,1990
F,3,1990
FTNT,3,1990
FTV,3,1990
FOXA,3,1990
FOX,3,1990
BEN,3,1990
FCX,3,1990
GRMN,3,1990
IT,3,1990
GE,3,1990
GEHC,3,1990
GEV,3,1990
GEN,3,1990
GNRC,3,1990
GD,3,1990
GIS,3,1990
GM,3,1990
GPC,3,1990
GILD,3,1990
GPN,3,1990
GL,3,1990
GDDY,3,1990
GS,3,1990
HAL,3,1990
HIG,3,1990
HAS,3,1990
HCA,3,1990
DOC,3,1990
HSIC,3,1990
HSY,3,1990
HES,3,1990
HPE,3,1990
HLT,3,1990
HOLX,3,1990
HD,3,1990
HON,3,1990
HRL,3,1990
HST,3,1990
HWM,3,1990
HPQ,3,1990
HUBB,3,1990
HUM,3,1990
HBAN,3,1990
HII,3,1990
IBM,3,1990
IEX,3,1990
IDXX,3,1990
ITW,3,1990
INCY,3,1990
IR,3,1990
PODD,3,1990
INTC,3,1990
ICE,3,1990
IFF,3,1990
IP,3,1990
IPG,3,1990
INTU,3,1990
ISRG,3,1990
IVZ,3,1990
INVH,3,1990
IQV,3,1990
IRM,3,1990
JBHT,3,1990
JBL,3,1990
JKHY,3,1990
J,3,1990
JNJ,3,1990
JCI,3,1990
JPM,3,1990
JNPR,3,1990
K,3,1990
KVUE,3,1990
KDP,3,1990
KEY,3,1990
KEYS,3,1990
KMB,3,1990
KIM,3,1990
KMI,3,1990
KKR,3,1990
KLAC,3,1990
KHC,3,1990
KR,3,1990
LHX,3,1990
LH,3,1990
LRCX,3,1990
LW,3,1990
LVS,3,1990
LDOS,3,1990
LEN,3,1990
LLY,3,1990
LIN,3,1990
LYV,3,1990
LKQ,3,1990
LMT,3,1990
L,3,1990
LOW,3,1990
LULU,3,1990
LYB,3,1990
MTB,3,1990
MRO,3,1990
MPC,3,1990
MKTX,3,1990
MAR,3,1990
MMC,3,1990
MLM,3,1990
MAS,3,1990
MA,3,1990
MTCH,3,1990
MKC,3,1990
MCD,3,1990
MCK,3,1990
MDT,3,1990
MRK,3,1990
META,3,1990
MET,3,1990
MTD,3,1990
MGM,3,1990
MCHP,3,1990
MU,3,1990
MSFT,3,1990
MAA,3,1990
MRNA,3,1990
MHK,3,1990
MOH,3,1990
TAP,3,1990
MDLZ,3,1990
MPWR,3,1990
MNST,3,1990
MCO,3,1990
MS,3,1990
MOS,3,1990
MSI,3,1990
MSCI,3,1990
NDAQ,3,1990
NTAP,3,1990
NFLX,3,1990
NEM,3,1990
NWSA,3,1990
NWS,3,1990
NEE,3,1990
NKE,3,1990
NI,3,1990
NDSN,3,1990
NSC,3,1990
NTRS,3,1990
NOC,3,1990
NCLH,3,1990
NRG,3,1990
NUE,3,1990
NVDA,3,1990
NVR,3,1990
NXPI,3,1990
ORLY,3,1990
OXY,3,1990
ODFL,3,1990
OMC,3,1990
ON,3,1990
OKE,3,1990
ORCL,3,1990
OTIS,3,1990
PCAR,3,1990
PKG,3,1990
PLTR,3,1990
PANW,3,1990
PARA,3,1990
PH,3,1990
PAYX,3,1990
PAYC,3,1990
PYPL,3,1990
PNR,3,1990
PEP,3,1990
PFE,3,1990
PCG,3,1990
PM,3,1990
PSX,3,1990
PNW,3,1990
PNC,3,1990
POOL,3,1990
PPG,3,1990
PPL,3,1990
PFG,3,1990
PG,3,1990
PGR,3,1990
PLD,3,1990
PRU,3,1990
PEG,3,1990
PTC,3,1990
PSA,3,1990
PHM,3,1990
QRVO,3,1990
PWR,3,1990
QCOM,3,1990
DGX,3,1990
RL,3,1990
RJF,3,1990
RTX,3,1990
O,3,1990
REG,3,1990
REGN,3,1990
RF,3,1990
RSG,3,1990
RMD,3,1990
RVTY,3,1990
ROK,3,1990
ROL,3,1990
ROP,3,1990
ROST,3,1990
RCL,3,1990
SPGI,3,1990
CRM,3,1990
SBAC,3,1990
SLB,3,1990
STX,3,1990
SRE,3,1990
NOW,3,1990
SHW,3,1990
SPG,3,1990
SWKS,3,1990
SJM,3,1990
SW,3,1990
SNA,3,1990
SOLV,3,1990
SO,3,1990
LUV,3,1990
SWK,3,1990
SBUX,3,1990
STT,3,1990
STLD,3,1990
STE,3,1990
SYK,3,1990
SMCI,3,1990
SYF,3,1990
SNPS,3,1990
SYY,3,1990
TMUS,3,1990
TROW,3,1990
TTWO,3,1990
TPR,3,1990
TRGP,3,1990
TGT,3,1990
TEL,3,1990
TDY,3,1990
TFX,3,1990
TER,3,1990
TSLA,3,1990
TXN,3,1990
TXT,3,1990
TMO,3,1990
TJX,3,1990
TSCO,3,1990
TT,3,1990
TDG,3,1990
TRV,3,1990
TRMB,3,1990
TFC,3,1990
TYL,3,1990
TSN,3,1990
USB,3,1990
UBER,3,1990
UDR,3,1990
ULTA,3,1990
UNP,3,1990
UAL,3,1990
UPS,3,1990
URI,3,1990
UNH,3,1990
UHS,3,1990
VLO,3,1990
VTR,3,1990
VLTO,3,1990
VRSN,3,1990
VRSK,3,1990
VZ,3,1990
VRTX,3,1990
VTRS,3,1990
VICI,3,1990
V,3,1990
VST,3,1990
VMC,3,1990
WRB,3,1990
GWW,3,1990
WAB,3,1990
WBA,3,1990
WMT,3,1990
DIS,3,1990
WBD,3,1990
WM,3,1990
WAT,3,1990
WEC,3,1990
WFC,3,1990
WELL,3,1990
WST,3,1990
WDC,3,1990
WY,3,1990
WMB,3,1990
WTW,3,1990
WYNN,3,1990
XEL,3,1990
XYL,3,1990
YUM,3,1990
ZBRA,3,1990
ZBH,3,1990
ZTS,3,1990
MMM,4,1990
AOS,4,1990
ABT,4,1990
ABBV,4,1990
ACN,4,1990
ADBE,4,1990
AMD,4,1990
AES,4,1990
AFL,4,1990
A,4,1990
APD,4,1990
ABNB,4,1990
AKAM,4,1990
ALB,4,1990
ARE,4,1990
ALGN,4,1990
ALLE,4,1990
LNT,4,1990
ALL,4,1990
GOOGL,4,1990
GOOG,4,1990
MO,4,1990
AMZN,4,1990
AMCR,4,1990
AMTM,4,1990
AEE,4,1990
AEP,4,1990
AXP,4,1990
AIG,4,1990
AMT,4,1990
AWK,4,1990
